Gene.Symbol	Cancer.Normalized	Role	Citation.Count	Citation.Sum	Role.in.Cancer
LYPD4	lung squamous cell carcinoma	Oncogene	1	1	Oncogene
LYVE1	lung non-small cell carcinoma, malignant glioma	Oncogene, Oncogene	1, 1	2	Oncogene
LZTFL1	stomach cancer, lung cancer	Tumor_Suppressor, Tumor_Suppressor	3, 2	5	Tumorsuppressor
LZTR1	glioblastoma multiforme, glioblastoma multiforme	Tumor_Suppressor, Driver	1, 1	2	Dualrole
LZTS1	breast cancer, osteosarcoma, skin squamous cell carcinoma, lung cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	2, 1, 1, 1	5	Tumorsuppressor
LZTS2	prostate cancer, breast cancer	Tumor_Suppressor, Oncogene	2, 1	3	Dualrole
MACC1	colon cancer, stomach cancer, malignant glioma, hepatocellular carcinoma, stomach carcinoma, esophageal cancer, lung adenocarcinoma, gastrointestinal system cancer, glioblastoma multiforme, breast cancer	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	4, 4, 2, 1, 1, 1, 1, 1, 1, 1	17	Oncogene
MACROD1	pancreatic carcinoma	Oncogene	1	1	Oncogene
MACROH2A1	liver cancer	Oncogene	1	1	Oncogene
MACROH2A2	lung cancer	Tumor_Suppressor	1	1	Tumorsuppressor
MAD2L1	esophageal carcinoma	Oncogene	1	1	Oncogene
MADD	malignant glioma	Driver	1	1	Driver
MAEL	bladder urothelial carcinoma, colon cancer	Oncogene, Oncogene	1, 1	2	Oncogene
MAF	fibrosarcoma, multiple myeloma, myeloid neoplasm, angioimmunoblastic T-cell lymphoma, lymphoma, malignant peripheral nerve sheath tumor, prostate cancer, breast cancer, leukemia	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene	16, 14, 3, 2, 2, 1, 1, 1, 1	41	Dualrole
MAFA	fibrosarcoma	Oncogene	3	3	Oncogene
MAFB	B-cell lymphoma, acute T cell leukemia, fibrosarcoma	Oncogene, Oncogene, Oncogene	1, 1, 1	3	Oncogene
MAFF	fibrosarcoma	Oncogene	1	1	Oncogene
MAGEA12	bladder carcinoma, melanoma, oral squamous cell carcinoma	Oncogene, Oncogene, Oncogene	1, 1, 1	3	Oncogene
MAGEC2	lung non-small cell carcinoma	Oncogene	1	1	Oncogene
MAGED4	colorectal cancer, hepatocellular carcinoma, renal cell carcinoma, lung non-small cell carcinoma, esophagus squamous cell carcinoma, oral squamous cell carcinoma	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	1, 1, 1, 1, 1, 1	6	Oncogene
MAGI3	malignant glioma, breast cancer	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
MAL	esophagus squamous cell carcinoma, colorectal cancer, head and neck squamous cell carcinoma, esophageal cancer, cervical cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	2, 1, 1, 1, 1	6	Tumorsuppressor
MAL2	breast cancer	Oncogene	1	1	Oncogene
MALT1	lymphoma, MALT lymphoma, lymphoma, diffuse large B-cell lymphoma, B-cell lymphoma, marginal zone B-cell lymphoma, lung adenocarcinoma	Oncogene, Oncogene, Driver, Oncogene, Oncogene, Oncogene, Driver	3, 3, 3, 2, 1, 1, 1	14	Dualrole
MAN1C1	nephroblastoma	Tumor_Suppressor	1	1	Tumorsuppressor
MAP2	malignant glioma	Tumor_Suppressor	1	1	Tumorsuppressor
MAP2K1	neuroblastoma, lung adenocarcinoma, osteosarcoma, thymoma, stomach cancer, hepatocellular carcinoma, chronic lymphocytic leukemia	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver	1, 1, 1, 1, 1, 1, 1	7	Dualrole
MAP2K3	breast cancer	Tumor_Suppressor	1	1	Tumorsuppressor
MAP2K4	lung adenocarcinoma, ovarian cancer, breast cancer, pancreatic cancer, breast cancer, prostate cancer, gastric adenocarcinoma, colon cancer, pancreatic cancer, skin cancer, thymoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene	3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1	18	Dualrole
MAP2K5	lung cancer, lung adenocarcinoma	Oncogene, Oncogene	2, 1	3	Oncogene
MAP2K6	esophagus squamous cell carcinoma, breast carcinoma, colon adenocarcinoma, colon cancer, chronic lymphocytic leukemia	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	1, 1, 1, 1, 1	5	Oncogene
MAP2K7	thyroid gland cancer, melanoma, melanoma, lung non-small cell carcinoma, breast cancer, breast cancer, lung cancer, colorectal cancer, gastrointestinal stromal tumor, chronic myeloid leukemia, B-cell lymphoma, acute T cell leukemia, myelodysplastic/myeloproliferative neoplasm, lung adenocarcinoma, lung cancer, colorectal carcinoma, colorectal cancer, head and neck squamous cell carcinoma, lung cancer, brain cancer	Oncogene, Driver, Oncogene, Oncogene, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver, Driver	4, 4, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	30	Dualrole
MAP3K1	breast cancer, neuroblastoma, breast cancer, hepatocellular carcinoma, breast cancer	Tumor_Suppressor, Oncogene, Oncogene, Driver, Driver	2, 1, 1, 1, 1	6	Dualrole
MAP3K11	breast carcinoma, chronic lymphocytic leukemia, colorectal cancer, gastrointestinal system cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene	1, 1, 1, 1	4	Dualrole
MAP3K13	head and neck squamous cell carcinoma	Oncogene	1	1	Oncogene
MAP3K14	neuroblastoma, multiple myeloma, ovarian cancer, melanoma	Tumor_Suppressor, Oncogene, Oncogene, Oncogene	1, 1, 1, 1	4	Dualrole
MAP3K2	lung non-small cell carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
MAP3K20	lung cancer, stomach cancer	Tumor_Suppressor, Oncogene	2, 1	3	Dualrole
MAP3K21	colon cancer	Driver	1	1	Driver
MAP3K3	clear cell renal cell carcinoma, ovarian carcinoma, lung non-small cell carcinoma, breast cancer, lung cancer	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	1, 1, 1, 1, 1	5	Oncogene
MAP3K5	lung adenocarcinoma, melanoma, breast cancer, pancreatic cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1, 1	4	Dualrole
MAP3K6	osteosarcoma	Oncogene	1	1	Oncogene
MAP3K7	prostate cancer, liver cancer, liver cancer, ovarian cancer, pancreatic cancer, lung cancer, prostate cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Driver	4, 1, 1, 1, 1, 1, 1	10	Dualrole
MAP3K8	breast cancer, peripheral T-cell lymphoma, lung cancer, cholangiocarcinoma, renal cell carcinoma, endometrial carcinoma, kidney cancer, squamous cell carcinoma, endometrial cancer, leukemia, lymphoma, melanoma, squamous cell carcinoma	Oncogene, Oncogene, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver	2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	15	Dualrole
MAP3K9	melanoma, lung cancer	Tumor_Suppressor, Driver	1, 1	2	Dualrole
MAP4K1	pancreatic cancer	Tumor_Suppressor	2	2	Tumorsuppressor
MAP4K3	pancreatic cancer	Tumor_Suppressor	1	1	Tumorsuppressor
MAP4K4	pancreatic cancer, thyroid gland cancer, glioblastoma multiforme	Tumor_Suppressor, Oncogene, Driver	2, 1, 1	4	Dualrole
MAP9	colorectal cancer, colorectal cancer	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
MAPK1	melanoma, ovarian cancer, pancreatic cancer, lung cancer, melanoma, colorectal cancer, cervical cancer, breast cancer, stomach cancer, pancreatic cancer, hepatocellular carcinoma, pancreatic carcinoma, thyroid gland papillary carcinoma, lung non-small cell carcinoma, fibrosarcoma, glioblastoma multiforme, cervix carcinoma, laryngeal squamous cell carcinoma, colon cancer, thyroid gland cancer, lymphoma, T-cell large granular lymphocyte leukemia, pancreatic ductal adenocarcinoma, malignant glioma, pancreatic cancer, breast cancer, lung cancer	Oncogene, Oncogene, Oncogene, Oncogene, Driver, Oncogene, Oncogene, Oncogene, Oncogene, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver, Driver, Driver	4, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	42	Dualrole
MAPK11	neuroblastoma	Oncogene	1	1	Oncogene
MAPK13	melanoma	Tumor_Suppressor	1	1	Tumorsuppressor
MAPK14	breast cancer, colorectal cancer, retinoblastoma, malignant glioma, breast cancer, hepatocellular carcinoma, cervical cancer, thymoma, skin squamous cell carcinoma, leukemia, malignant glioma, breast cancer	Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver	2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	13	Dualrole
MAPK3	acute myeloid leukemia	Oncogene	1	1	Oncogene
MAPK4	pancreatic adenocarcinoma, colorectal cancer	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
MAPK7	acute promyelocytic leukemia, leukemia, esophageal carcinoma	Tumor_Suppressor, Oncogene, Oncogene	2, 1, 1	4	Dualrole
MAPK8	thymoma, breast cancer, hepatocellular carcinoma, ovarian cancer, leukemia, hepatocellular carcinoma, skin cancer, lung non-small cell carcinoma, colorectal cancer, neuroblastoma, retinoblastoma, B-cell lymphoma, acute T cell leukemia, lung non-small cell carcinoma, liver cancer, osteosarcoma, malignant glioma, pancreatic cancer, lung cancer, stomach cancer, lymphoma, neuroblastoma	Oncogene, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver	5, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	30	Dualrole
MAPK8IP3	colorectal cancer	Oncogene	1	1	Oncogene
MAPK9	urinary bladder cancer, kidney cancer, breast cancer, leukemia	Tumor_Suppressor, Oncogene, Oncogene, Oncogene	1, 1, 1, 1	4	Dualrole
MAPKAP1	malignant glioma	Driver	1	1	Driver
MAPKAPK2	nasopharynx carcinoma, urinary bladder cancer	Oncogene, Driver	1, 1	2	Dualrole
MAPKAPK3	leukemia	Oncogene	1	1	Oncogene
MAPKAPK5	hematologic cancer	Oncogene	1	1	Oncogene
MAPRE1	colorectal cancer, colon cancer, breast cancer	Tumor_Suppressor, Oncogene, Oncogene	1, 1, 1	3	Dualrole
MAPT	breast cancer	Oncogene	2	2	Oncogene
MARCHF5	ovarian cancer	Oncogene	1	1	Oncogene
MARCHF7	cervical cancer, ovarian cancer	Oncogene, Oncogene	1, 1	2	Oncogene
MARCKS	malignant glioma, glioblastoma multiforme, lung cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1	3	Dualrole
MARK2	melanoma, leukemia, neuroblastoma, pancreatic cancer, lung non-small cell carcinoma, thymoma, hepatocellular carcinoma, prostate cancer, lymphoma, colorectal cancer, skin melanoma, B-cell lymphoma, renal cell carcinoma, thyroid gland papillary carcinoma, thyroid gland carcinoma, thyroid gland follicular carcinoma, fibrosarcoma, skin squamous cell carcinoma, malignant glioma, ovarian cancer, colon cancer, thyroid gland cancer, breast cancer, lung cancer, ovarian serous carcinoma, myelodysplastic syndrome, peripheral T-cell lymphoma	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	18, 9, 6, 5, 4, 4, 3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	75	Oncogene
MARS1	osteosarcoma	Oncogene	1	1	Oncogene
MARVELD2	pancreatic cancer	Oncogene	1	1	Oncogene
MAS1	acute myeloid leukemia	Oncogene	1	1	Oncogene
MAST1	osteosarcoma	Oncogene	1	1	Oncogene
MAT1A	hepatocellular carcinoma	Oncogene	1	1	Oncogene
MAT2A	hepatocellular carcinoma	Oncogene	1	1	Oncogene
MAVS	melanoma, breast cancer	Oncogene, Driver	1, 1	2	Dualrole
MBD1	colorectal cancer	Tumor_Suppressor	1	1	Tumorsuppressor
MBD2	breast cancer	Tumor_Suppressor	1	1	Tumorsuppressor
MBD3	pancreatic cancer	Oncogene	1	1	Oncogene
MBL2	chronic lymphocytic leukemia	Driver	1	1	Driver
MBNL3	hepatocellular carcinoma	Oncogene	1	1	Oncogene
MBTPS1	colon cancer, acute T cell leukemia, nephroblastoma	Oncogene, Driver, Driver	1, 1, 1	3	Dualrole
MCAM	breast cancer, melanoma, breast carcinoma, ovarian cancer, ovarian carcinoma	Tumor_Suppressor, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Oncogene	2, 2, 1, 1, 1	7	Dualrole
MCC	colorectal cancer, hepatocellular carcinoma, colon cancer, stomach cancer, skin squamous cell carcinoma, breast cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene	5, 3, 1, 1, 1, 1	12	Dualrole
MCF2	Ewing sarcoma, B-cell lymphoma, hepatocellular carcinoma, ovarian cancer	Oncogene, Oncogene, Oncogene, Oncogene	2, 1, 1, 1	5	Oncogene
MCL1	acute myeloid leukemia, lymphoma, acute lymphocytic leukemia, colorectal cancer, B-cell lymphoma, head and neck squamous cell carcinoma, cervical cancer, ovarian carcinoma, lung non-small cell carcinoma, lung squamous cell carcinoma, glioblastoma multiforme, ovarian cancer, melanoma, breast cancer, chronic lymphocytic leukemia, breast cancer	Oncogene, Driver, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver	3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	19	Dualrole
MCM10	neuroblastoma, esophagus squamous cell carcinoma	Oncogene, Oncogene	1, 1	2	Oncogene
MCM2	osteosarcoma	Oncogene	1	1	Oncogene
MCM3	osteosarcoma	Oncogene	1	1	Oncogene
MCM3AP	B-cell lymphoma, malignant glioma	Oncogene, Oncogene	1, 1	2	Oncogene
MCM4	lung cancer	Driver	1	1	Driver
MCM6	stomach cancer	Tumor_Suppressor	1	1	Tumorsuppressor
MCM7	prostate cancer, neuroblastoma	Oncogene, Oncogene	3, 1	4	Oncogene
MCPH1	breast cancer, lung cancer	Tumor_Suppressor, Tumor_Suppressor	2, 2	4	Tumorsuppressor
MCRS1	neuroblastoma, malignant glioma	Oncogene, Oncogene	1, 1	2	Oncogene
MCTS1	peripheral T-cell lymphoma, lymphoma, Hodgkin's lymphoma, T-cell leukemia, lung non-small cell carcinoma, breast cancer	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	6, 2, 1, 1, 1, 1	12	Oncogene
MCUB	malignant glioma	Oncogene	1	1	Oncogene
MDK	malignant peripheral nerve sheath tumor, lung squamous cell carcinoma, malignant glioma, lung cancer, malignant glioma, malignant mesothelioma	Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver	1, 1, 1, 1, 1, 1	6	Dualrole
MDM2	breast cancer, prostate cancer, chronic lymphocytic leukemia, malignant glioma, lymphoma, colorectal cancer, skin melanoma, pancreatic carcinoma, lung non-small cell carcinoma, osteosarcoma, rhabdomyosarcoma, colon cancer, melanoma, pancreatic cancer, transitional cell carcinoma, acute leukemia, neuroblastoma, malignant pleural mesothelioma, hepatoblastoma, well-differentiated liposarcoma, testicular germ cell cancer, stomach carcinoma, cervical cancer, thyroid gland medullary carcinoma, thyroid gland carcinoma, esophagus squamous cell carcinoma, liver cancer, astrocytoma, glioblastoma multiforme, cervix carcinoma, endometrial adenocarcinoma, kidney cancer, ovarian cancer, lung cancer, leukemia, stomach cancer, dedifferentiated liposarcoma, non-Hodgkin lymphoma, liposarcoma	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver	8, 6, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	67	Dualrole
MDM4	melanoma, breast cancer, retinoblastoma, skin melanoma, hepatocellular carcinoma, invasive ductal carcinoma, breast cancer, prostate cancer, Burkitt lymphoma, prostate cancer	Oncogene, Driver, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver	3, 2, 1, 1, 1, 1, 1, 1, 1, 1	13	Dualrole
ME1	stomach cancer	Oncogene	1	1	Oncogene
MECOM	myeloid leukemia, chronic myeloid leukemia, myelodysplastic syndrome, acute myeloid leukemia, pancreatic ductal adenocarcinoma, pancreatic cancer, endometrial cancer, leukemia, myeloid neoplasm	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	6, 3, 2, 1, 1, 1, 1, 1, 1	17	Oncogene
MECP2	breast cancer, cervical cancer, uterine cancer, lung cancer, stomach cancer	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	3, 2, 2, 2, 1	10	Oncogene
MED1	melanoma, breast cancer, prostate cancer	Tumor_Suppressor, Oncogene, Oncogene	1, 1, 1	3	Dualrole
MED12	chronic lymphocytic leukemia, prostate cancer, colon cancer, melanoma	Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene	1, 1, 1, 1	4	Dualrole
MED23	lung non-small cell carcinoma	Oncogene	1	1	Oncogene
MED29	pancreatic cancer	Oncogene	1	1	Oncogene
MEF2A	leiomyosarcoma	Tumor_Suppressor	1	1	Tumorsuppressor
MEF2B	diffuse large B-cell lymphoma	Oncogene	1	1	Oncogene
MEF2C	acute T cell leukemia, leiomyosarcoma, acute lymphocytic leukemia, malignant glioma	Oncogene, Tumor_Suppressor, Oncogene, Oncogene	3, 1, 1, 1	6	Dualrole
MEF2D	hepatocellular carcinoma, liposarcoma, leiomyosarcoma, acute lymphocytic leukemia, liver cancer, osteosarcoma, malignant glioma, lung cancer	Oncogene, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	2, 1, 1, 1, 1, 1, 1, 1	9	Dualrole
MEGF10	neuroblastoma	Tumor_Suppressor	1	1	Tumorsuppressor
MEIOB	lung cancer	Oncogene	1	1	Oncogene
MEIS1	leukemia, neuroblastoma, stomach cancer, prostate cancer, malignant peripheral nerve sheath tumor, Ewing sarcoma, acute myeloid leukemia, malignant peripheral nerve sheath tumor, peripheral nerve sheath neoplasm, leukemia	Oncogene, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Driver, Driver, Driver, Driver	5, 2, 1, 1, 1, 1, 1, 1, 1, 1	15	Dualrole
MEIS2	colorectal cancer, prostate cancer	Oncogene, Driver	1, 1	2	Dualrole
MELK	breast cancer, hepatocellular carcinoma, lung small cell carcinoma, cervical cancer, bladder urothelial carcinoma, glioblastoma multiforme, urinary bladder cancer, uterine corpus endometrial carcinoma, breast carcinoma	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver	3, 1, 1, 1, 1, 1, 1, 1, 1	11	Dualrole
MELTF	cervical cancer	Oncogene	1	1	Oncogene
MEN1	endocrine gland cancer, leukemia, pituitary cancer, lung carcinoma, melanoma, parathyroid carcinoma, endocrine gland cancer, pancreatic ductal adenocarcinoma, islet cell tumor, lung cancer, Ewing sarcoma, prostate cancer, lung adenocarcinoma, astrocytoma, ovarian cancer, malignant fibroxanthoma, neuroendocrine carcinoma, pancreatic cancer, breast cancer, sporadic breast cancer, thyroid gland medullary carcinoma, hematologic cancer, breast cancer, familial medullary thyroid carcinoma, breast cancer	Tumor_Suppressor, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver	26, 6, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	71	Dualrole
MERTK	lung non-small cell carcinoma, acute T cell leukemia	Oncogene, Oncogene	2, 1	3	Oncogene
MET	lung non-small cell carcinoma, osteosarcoma, familial renal papillary carcinoma, stomach carcinoma, melanoma, lung cancer, stomach cancer, hepatocellular carcinoma, breast cancer, malignant glioma, kidney cancer, pancreatic cancer, renal cell carcinoma, glioblastoma multiforme, urinary bladder cancer, prostate cancer, papillary renal cell carcinoma, liver cancer, colon cancer, liver cancer, colorectal cancer, rhabdomyosarcoma, ovarian cancer, brain cancer, lymphoma, Hodgkin's lymphoma, head and neck squamous cell carcinoma, lung small cell carcinoma, cervical cancer, lung squamous cell carcinoma, cervix carcinoma, thyroid gland cancer, medulloblastoma, stomach cancer, melanoma, breast cancer, acute lymphocytic leukemia, neurofibroma, myeloid leukemia, Kaposi's sarcoma, chronic myeloid leukemia, hepatoblastoma, acral lentiginous melanoma, gastric cardia adenocarcinoma, uveal melanoma, testicular germ cell cancer, penis squamous cell carcinoma, synovial sarcoma, cholangiocarcinoma, seminoma, clear cell sarcoma, scirrhous adenocarcinoma, ovarian carcinoma, thyroid gland medullary carcinoma, thyroid gland papillary carcinoma, lung carcinoma, esophagus squamous cell carcinoma, cervical adenocarcinoma, central nervous system cancer, choriocarcinoma, pancreatic ductal adenocarcinoma, breast carcinoma, chordoma, thymoma, gastrointestinal system cancer, astrocytoma, laryngeal carcinoma, malignant mesothelioma, leukemia, gastroesophageal adenocarcinoma, pediatric hepatocellular carcinoma, myeloid neoplasm, oral squamous cell carcinoma, adult T-cell leukemia, esophagus adenocarcinoma, pancreatic carcinoma, renal cell carcinoma, embryonal rhabdomyosarcoma, leiomyosarcoma, melanoma, medulloblastoma	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver, Driver, Driver, Driver, Driver	34, 15, 14, 14, 12, 11, 11, 10, 7, 6, 6, 6, 5, 5, 5, 5, 4, 4, 4, 4, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	262	Dualrole
METTL14	hepatocellular carcinoma, glioblastoma multiforme, acute myeloid leukemia, hepatocellular carcinoma	Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene	1, 1, 1, 1	4	Dualrole
METTL3	lung cancer, renal cell carcinoma, lung adenocarcinoma, glioblastoma multiforme, kidney cancer, urinary bladder cancer, acute myeloid leukemia, hepatocellular carcinoma, liver cancer, skin squamous cell carcinoma, glioblastoma multiforme, urinary bladder cancer	Oncogene, Tumor_Suppressor, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	10, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1	25	Dualrole
MFGE8	malignant glioma, melanoma	Driver, Driver	1, 1	2	Driver
MFHAS1	malignant fibroxanthoma	Oncogene	1	1	Oncogene
MFN2	urinary bladder cancer	Tumor_Suppressor	1	1	Tumorsuppressor
MFSD2A	prostate cancer	Tumor_Suppressor	1	1	Tumorsuppressor
MFSD4A	stomach cancer	Tumor_Suppressor	2	2	Tumorsuppressor
MGA	chronic lymphocytic leukemia	Tumor_Suppressor	1	1	Tumorsuppressor
MGAT3	breast cancer	Oncogene	1	1	Oncogene
MGAT5	liver carcinoma, stomach cancer	Oncogene, Oncogene	1, 1	2	Oncogene
MGLL	colon cancer, gastrointestinal stromal tumor	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
MGMT	glioblastoma multiforme, colorectal cancer, head and neck squamous cell carcinoma, glioblastoma multiforme, breast cancer	Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	2, 1, 1, 1, 1	6	Dualrole
MIA	colorectal cancer, melanoma, oral squamous cell carcinoma	Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1	3	Dualrole
MIA2	hepatocellular carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
MIA3	melanoma	Tumor_Suppressor	1	1	Tumorsuppressor
MIB2	skin melanoma, melanoma	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
MICA	chronic myeloid leukemia	Oncogene	1	1	Oncogene
MIEN1	breast cancer, colorectal cancer, ovarian cancer, prostate cancer	Oncogene, Oncogene, Oncogene, Oncogene	2, 1, 1, 1	5	Oncogene
MIF	breast cancer, glioblastoma multiforme, rhabdomyosarcoma, malignant glioma, glioblastoma multiforme, pancreatic cancer, urinary bladder cancer, breast cancer, brain cancer	Oncogene, Driver, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver	2, 2, 1, 1, 1, 1, 1, 1, 1	11	Dualrole
