OriFull	OriSimp	mirbase_accession	version_6_0	version_7_0	version_7_1	version_8_0	version_8_1	version_8_2	version_9_0	version_9_1	version_9_2	version_10_0	version_10_1	version_11	version_12	version_13	version_14	version_15	version_16	version_17	version_18	version_19	version_20	version_21	finalname
hsa-miR-409-3p-002332	hsa-miR-409-3p	MIMAT0001639	NA	hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p
hsa-miR-411#-002238	hsa-miR-411*	MIMAT0004813	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-411*	hsa-miR-411*	hsa-miR-411*	hsa-miR-411*	hsa-miR-411*	hsa-miR-411*	hsa-miR-411*	hsa-miR-411*	hsa-miR-411*	hsa-miR-411-3p	hsa-miR-411-3p	hsa-miR-411-3p	hsa-miR-411-3p	hsa-miR-411-3p
hsa-miR-424#-002309	hsa-miR-424*	MIMAT0004749	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-424*	hsa-miR-424*	hsa-miR-424*	hsa-miR-424*	hsa-miR-424*	hsa-miR-424*	hsa-miR-424*	hsa-miR-424*	hsa-miR-424*	hsa-miR-424-3p	hsa-miR-424-3p	hsa-miR-424-3p	hsa-miR-424-3p	hsa-miR-424-3p
hsa-miR-425#-002302	hsa-miR-425*	MIMAT0001343	hsa-miR-425	hsa-miR-425	hsa-miR-425	hsa-miR-425	hsa-miR-425-3p	hsa-miR-425-3p	hsa-miR-425-3p	hsa-miR-425-3p	hsa-miR-425-3p	hsa-miR-425*	hsa-miR-425*	hsa-miR-425*	hsa-miR-425*	hsa-miR-425*	hsa-miR-425*	hsa-miR-425*	hsa-miR-425*	hsa-miR-425*	hsa-miR-425-3p	hsa-miR-425-3p	hsa-miR-425-3p	hsa-miR-425-3p	hsa-miR-425-3p
hsa-miR-431#-002312	hsa-miR-431*	MIMAT0004757	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-431*	hsa-miR-431*	hsa-miR-431*	hsa-miR-431*	hsa-miR-431*	hsa-miR-431*	hsa-miR-431*	hsa-miR-431*	hsa-miR-431*	hsa-miR-431-3p	hsa-miR-431-3p	hsa-miR-431-3p	hsa-miR-431-3p	hsa-miR-431-3p
hsa-miR-432-001026	hsa-miR-432	MIMAT0002814	NA	hsa-miR-432	hsa-miR-432	hsa-miR-432	hsa-miR-432	hsa-miR-432	hsa-miR-432	hsa-miR-432	hsa-miR-432	hsa-miR-432	hsa-miR-432	hsa-miR-432	hsa-miR-432	hsa-miR-432	hsa-miR-432	hsa-miR-432	hsa-miR-432	hsa-miR-432	hsa-miR-432-5p	hsa-miR-432-5p	hsa-miR-432-5p	hsa-miR-432-5p	hsa-miR-432-5p
hsa-miR-432#-001027	hsa-miR-432*	MIMAT0002815	NA	hsa-miR-432*	hsa-miR-432*	hsa-miR-432*	hsa-miR-432*	hsa-miR-432*	hsa-miR-432*	hsa-miR-432*	hsa-miR-432*	hsa-miR-432*	hsa-miR-432*	hsa-miR-432*	hsa-miR-432*	hsa-miR-432*	hsa-miR-432*	hsa-miR-432*	hsa-miR-432*	hsa-miR-432*	hsa-miR-432-3p	hsa-miR-432-3p	hsa-miR-432-3p	hsa-miR-432-3p	hsa-miR-432-3p
hsa-miR-452#-002330	hsa-miR-452*	MIMAT0001636	NA	hsa-miR-452*	hsa-miR-452*	hsa-miR-452*	hsa-miR-452*	hsa-miR-452*	hsa-miR-452*	hsa-miR-452*	hsa-miR-452*	hsa-miR-452*	hsa-miR-452*	hsa-miR-452*	hsa-miR-452*	hsa-miR-452*	hsa-miR-452*	hsa-miR-452*	hsa-miR-452*	hsa-miR-452*	hsa-miR-452-3p	hsa-miR-452-3p	hsa-miR-452-3p	hsa-miR-452-3p	hsa-miR-452-3p
hsa-miR-454#-001996	hsa-miR-454*	MIMAT0003884	NA	NA	NA	NA	NA	NA	hsa-miR-454-5p	hsa-miR-454-5p	hsa-miR-454-5p	hsa-miR-454*	hsa-miR-454*	hsa-miR-454*	hsa-miR-454*	hsa-miR-454*	hsa-miR-454*	hsa-miR-454*	hsa-miR-454*	hsa-miR-454*	hsa-miR-454-5p	hsa-miR-454-5p	hsa-miR-454-5p	hsa-miR-454-5p	hsa-miR-454-5p
hsa-miR-483-3p-002339	hsa-miR-483-3p	MIMAT0002173	NA	NA	hsa-miR-483	hsa-miR-483	hsa-miR-483	hsa-miR-483	hsa-miR-483	hsa-miR-483	hsa-miR-483	hsa-miR-483-3p	hsa-miR-483-3p	hsa-miR-483-3p	hsa-miR-483-3p	hsa-miR-483-3p	hsa-miR-483-3p	hsa-miR-483-3p	hsa-miR-483-3p	hsa-miR-483-3p	hsa-miR-483-3p	hsa-miR-483-3p	hsa-miR-483-3p	hsa-miR-483-3p	hsa-miR-483-3p
hsa-miR-488-001106	hsa-miR-488	MIMAT0004763	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-488	hsa-miR-488	hsa-miR-488	hsa-miR-488	hsa-miR-488	hsa-miR-488	hsa-miR-488	hsa-miR-488	hsa-miR-488	hsa-miR-488-3p	hsa-miR-488-3p	hsa-miR-488-3p	hsa-miR-488-3p	hsa-miR-488-3p
hsa-miR-497-001043	hsa-miR-497	MIMAT0002820	NA	hsa-miR-497	hsa-miR-497	hsa-miR-497	hsa-miR-497	hsa-miR-497	hsa-miR-497	hsa-miR-497	hsa-miR-497	hsa-miR-497	hsa-miR-497	hsa-miR-497	hsa-miR-497	hsa-miR-497	hsa-miR-497	hsa-miR-497	hsa-miR-497	hsa-miR-497	hsa-miR-497-5p	hsa-miR-497-5p	hsa-miR-497-5p	hsa-miR-497-5p	hsa-miR-497-5p
hsa-miR-497#-002368	hsa-miR-497*	MIMAT0004768	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-497*	hsa-miR-497*	hsa-miR-497*	hsa-miR-497*	hsa-miR-497*	hsa-miR-497*	hsa-miR-497*	hsa-miR-497*	hsa-miR-497*	hsa-miR-497-3p	hsa-miR-497-3p	hsa-miR-497-3p	hsa-miR-497-3p	hsa-miR-497-3p
hsa-miR-500-001046	hsa-miR-500	MIMAT0004773	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-500	hsa-miR-500	hsa-miR-500	hsa-miR-500	hsa-miR-500	hsa-miR-500	hsa-miR-500	hsa-miR-500a	hsa-miR-500a	hsa-miR-500a-5p	hsa-miR-500a-5p	hsa-miR-500a-5p	hsa-miR-500a-5p	hsa-miR-500a-5p
hsa-miR-505#-002087	hsa-miR-505*	MIMAT0004776	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-505*	hsa-miR-505*	hsa-miR-505*	hsa-miR-505*	hsa-miR-505*	hsa-miR-505*	hsa-miR-505*	hsa-miR-505*	hsa-miR-505*	hsa-miR-505-5p	hsa-miR-505-5p	hsa-miR-505-5p	hsa-miR-505-5p	hsa-miR-505-5p
hsa-miR-513B-002757	hsa-miR-513b	MIMAT0005788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-513b	hsa-miR-513b	hsa-miR-513b	hsa-miR-513b	hsa-miR-513b	hsa-miR-513b	hsa-miR-513b	hsa-miR-513b	hsa-miR-513b	hsa-miR-513b	hsa-miR-513b-5p	hsa-miR-513b-5p	hsa-miR-513b-5p
hsa-miR-513C-002756	hsa-miR-513c	MIMAT0005789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-513c	hsa-miR-513c	hsa-miR-513c	hsa-miR-513c	hsa-miR-513c	hsa-miR-513c	hsa-miR-513c	hsa-miR-513c	hsa-miR-513c-5p	hsa-miR-513c-5p	hsa-miR-513c-5p	hsa-miR-513c-5p	hsa-miR-513c-5p
hsa-miR-516-3p-001149	hsa-miR-516-3p	MIMAT0002860	NA	hsa-miR-516-3p	hsa-miR-516-3p	hsa-miR-516-3p	hsa-miR-516-3p	hsa-miR-516-3p	hsa-miR-516-3p	hsa-miR-516-3p	hsa-miR-516-3p	hsa-miR-516a-3p	hsa-miR-516a-3p	hsa-miR-516b*	hsa-miR-516b*	hsa-miR-516b*	hsa-miR-516b*	hsa-miR-516b*	hsa-miR-516b*	hsa-miR-516b*	hsa-miR-516b-3p	hsa-miR-516b-3p	hsa-miR-516b-3p	hsa-miR-516b-3p	hsa-miR-516b-3p
hsa-miR-517#-001113	hsa-miR-517*	MIMAT0002851	NA	hsa-miR-517*	hsa-miR-517*	hsa-miR-517*	hsa-miR-517*	hsa-miR-517*	hsa-miR-517*	hsa-miR-517*	hsa-miR-517*	hsa-miR-517*	hsa-miR-517*	hsa-miR-517*	hsa-miR-517*	hsa-miR-517*	hsa-miR-517*	hsa-miR-517*	hsa-miR-517*	hsa-miR-517*	hsa-miR-517-5p	hsa-miR-517-5p	hsa-miR-517-5p	hsa-miR-517-5p	hsa-miR-517-5p
hsa-miR-518c#-001158	hsa-miR-518c*	MIMAT0002847	NA	hsa-miR-518c*	hsa-miR-518c*	hsa-miR-518c*	hsa-miR-518c*	hsa-miR-518c*	hsa-miR-518c*	hsa-miR-518c*	hsa-miR-518c*	hsa-miR-518c*	hsa-miR-518c*	hsa-miR-518c*	hsa-miR-518c*	hsa-miR-518c*	hsa-miR-518c*	hsa-miR-518c*	hsa-miR-518c*	hsa-miR-518c*	hsa-miR-518c-5p	hsa-miR-518c-5p	hsa-miR-518c-5p	hsa-miR-518c-5p	hsa-miR-518c-5p
hsa-miR-518e#-002371	hsa-miR-518e*	MIMAT0005450	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-518e*	hsa-miR-518e*	hsa-miR-518e*	hsa-miR-518e*	hsa-miR-518e*	hsa-miR-518e*	hsa-miR-518e*	hsa-miR-518e*	hsa-miR-518e*	hsa-miR-518e-5p	hsa-miR-518e-5p	hsa-miR-518e-5p	hsa-miR-518e-5p	hsa-miR-518e-5p
hsa-miR-518f#-002387	hsa-miR-518f*	MIMAT0002841	NA	hsa-miR-518f*	hsa-miR-518f*	hsa-miR-518f*	hsa-miR-518f*	hsa-miR-518f*	hsa-miR-518f*	hsa-miR-518f*	hsa-miR-518f*	hsa-miR-518f*	hsa-miR-518f*	hsa-miR-518f*	hsa-miR-518f*	hsa-miR-518f*	hsa-miR-518f*	hsa-miR-518f*	hsa-miR-518f*	hsa-miR-518f*	hsa-miR-518f-5p	hsa-miR-518f-5p	hsa-miR-518f-5p	hsa-miR-518f-5p	hsa-miR-518f-5p
hsa-miR-519b-3p-002384	hsa-miR-519b-3p	MIMAT0002837	NA	hsa-miR-519b	hsa-miR-519b	hsa-miR-519b	hsa-miR-519b	hsa-miR-519b	hsa-miR-519b	hsa-miR-519b	hsa-miR-519b	hsa-miR-519b-3p	hsa-miR-519b-3p	hsa-miR-519b-3p	hsa-miR-519b-3p	hsa-miR-519b-3p	hsa-miR-519b-3p	hsa-miR-519b-3p	hsa-miR-519b-3p	hsa-miR-519b-3p	hsa-miR-519b-3p	hsa-miR-519b-3p	hsa-miR-519b-3p	hsa-miR-519b-3p	hsa-miR-519b-3p
hsa-miR-519e#-001166	hsa-miR-519e*	MIMAT0002828	NA	hsa-miR-519e*	hsa-miR-519e*	hsa-miR-519e*	hsa-miR-519e*	hsa-miR-519e*	hsa-miR-519e*	hsa-miR-519e*	hsa-miR-519e*	hsa-miR-519e*	hsa-miR-519e*	hsa-miR-519e*	hsa-miR-519e*	hsa-miR-519e*	hsa-miR-519e*	hsa-miR-519e*	hsa-miR-519e*	hsa-miR-519e*	hsa-miR-519e-5p	hsa-miR-519e-5p	hsa-miR-519e-5p	hsa-miR-519e-5p	hsa-miR-519e-5p
hsa-miR-520c-3p-002400	hsa-miR-520c-3p	MIMAT0002846	NA	hsa-miR-520c	hsa-miR-520c	hsa-miR-520c	hsa-miR-520c	hsa-miR-520c	hsa-miR-520c	hsa-miR-520c	hsa-miR-520c	hsa-miR-520c-3p	hsa-miR-520c-3p	hsa-miR-520c-3p	hsa-miR-520c-3p	hsa-miR-520c-3p	hsa-miR-520c-3p	hsa-miR-520c-3p	hsa-miR-520c-3p	hsa-miR-520c-3p	hsa-miR-520c-3p	hsa-miR-520c-3p	hsa-miR-520c-3p	hsa-miR-520c-3p	hsa-miR-520c-3p
hsa-miR-520D-3P-002743	hsa-miR-520d-3p	MIMAT0002856	NA	hsa-miR-520d	hsa-miR-520d	hsa-miR-520d	hsa-miR-520d	hsa-miR-520d	hsa-miR-520d	hsa-miR-520d	hsa-miR-520d	hsa-miR-520d-3p	hsa-miR-520d-3p	hsa-miR-520d-3p	hsa-miR-520d-3p	hsa-miR-520d-3p	hsa-miR-520d-3p	hsa-miR-520d-3p	hsa-miR-520d-3p	hsa-miR-520d-3p	hsa-miR-520d-3p	hsa-miR-520d-3p	hsa-miR-520d-3p	hsa-miR-520d-3p	hsa-miR-520d-3p
hsa-miR-520h-001170	hsa-miR-520h	MIMAT0002867	NA	hsa-miR-520h	hsa-miR-520h	hsa-miR-520h	hsa-miR-520h	hsa-miR-520h	hsa-miR-520h	hsa-miR-520h	hsa-miR-520h	hsa-miR-520h	hsa-miR-520h	hsa-miR-520h	hsa-miR-520h	hsa-miR-520h	hsa-miR-520h	hsa-miR-520h	hsa-miR-520h	hsa-miR-520h	hsa-miR-520h	hsa-miR-520h	hsa-miR-520h	hsa-miR-520h	hsa-miR-520h
hsa-miR-524-001173	hsa-miR-524	MIMAT0002850	NA	hsa-miR-524	hsa-miR-524	hsa-miR-524	hsa-miR-524	hsa-miR-524	hsa-miR-524	hsa-miR-524	hsa-miR-524	hsa-miR-524-3p	hsa-miR-524-3p	hsa-miR-524-3p	hsa-miR-524-3p	hsa-miR-524-3p	hsa-miR-524-3p	hsa-miR-524-3p	hsa-miR-524-3p	hsa-miR-524-3p	hsa-miR-524-3p	hsa-miR-524-3p	hsa-miR-524-3p	hsa-miR-524-3p	hsa-miR-524-3p
hsa-miR-541#-002200	hsa-miR-541*	MIMAT0004919	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-541*	hsa-miR-541*	hsa-miR-541*	hsa-miR-541*	hsa-miR-541*	hsa-miR-541*	hsa-miR-541*	hsa-miR-541*	hsa-miR-541*	hsa-miR-541-5p	hsa-miR-541-5p	hsa-miR-541-5p	hsa-miR-541-5p	hsa-miR-541-5p
hsa-miR-543-002376	hsa-miR-543	MIMAT0004954	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-543	hsa-miR-543	hsa-miR-543	hsa-miR-543	hsa-miR-543	hsa-miR-543	hsa-miR-543	hsa-miR-543	hsa-miR-543	hsa-miR-543	hsa-miR-543	hsa-miR-543	hsa-miR-543	hsa-miR-543
hsa-miR-545#-002266	hsa-miR-545*	MIMAT0004785	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-545*	hsa-miR-545*	hsa-miR-545*	hsa-miR-545*	hsa-miR-545*	hsa-miR-545*	hsa-miR-545*	hsa-miR-545*	hsa-miR-545*	hsa-miR-545-5p	hsa-miR-545-5p	hsa-miR-545-5p	hsa-miR-545-5p	hsa-miR-545-5p
hsa-miR-548E-002881	hsa-miR-548e	MIMAT0005874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-548e	hsa-miR-548e	hsa-miR-548e	hsa-miR-548e	hsa-miR-548e	hsa-miR-548e	hsa-miR-548e	hsa-miR-548e	hsa-miR-548e	hsa-miR-548e-3p	hsa-miR-548e-3p	hsa-miR-548e-3p
hsa-miR-548G-002879	hsa-miR-548g	MIMAT0005912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-548g	hsa-miR-548g	hsa-miR-548g	hsa-miR-548g	hsa-miR-548g	hsa-miR-548g	hsa-miR-548g	hsa-miR-548g-3p	hsa-miR-548g-3p	hsa-miR-548g-3p	hsa-miR-548g-3p	hsa-miR-548g-3p
hsa-miR-548H-002816	hsa-miR-548h	MIMAT0005928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-548h	hsa-miR-548h	hsa-miR-548h	hsa-miR-548h	hsa-miR-548h	hsa-miR-548h	hsa-miR-548h	hsa-miR-548h-5p	hsa-miR-548h-5p	hsa-miR-548h-5p	hsa-miR-548h-5p	hsa-miR-548h-5p
hsa-miR-548I-002909	hsa-miR-548i	MIMAT0005935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-548i	hsa-miR-548i	hsa-miR-548i	hsa-miR-548i	hsa-miR-548i	hsa-miR-548i	hsa-miR-548i	hsa-miR-548i	hsa-miR-548i	hsa-miR-548i	hsa-miR-548i	hsa-miR-548i
hsa-miR-548J-002783	hsa-miR-548j	MIMAT0005875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-548j	hsa-miR-548j	hsa-miR-548j	hsa-miR-548j	hsa-miR-548j	hsa-miR-548j	hsa-miR-548j	hsa-miR-548j	hsa-miR-548j	hsa-miR-548j-5p	hsa-miR-548j-5p	hsa-miR-548j-5p
hsa-miR-548K-002819	hsa-miR-548k	MIMAT0005882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-548k	hsa-miR-548k	hsa-miR-548k	hsa-miR-548k	hsa-miR-548k	hsa-miR-548k	hsa-miR-548k	hsa-miR-548k	hsa-miR-548k	hsa-miR-548k	hsa-miR-548k	hsa-miR-548k
hsa-miR-548L-002904	hsa-miR-548l	MIMAT0005889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-548l	hsa-miR-548l	hsa-miR-548l	hsa-miR-548l	hsa-miR-548l	hsa-miR-548l	hsa-miR-548l	hsa-miR-548l	hsa-miR-548l	hsa-miR-548l	hsa-miR-548l	hsa-miR-548l
hsa-miR-548M-002775	hsa-miR-548m	MIMAT0005917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-548m	hsa-miR-548m	hsa-miR-548m	hsa-miR-548m	hsa-miR-548m	hsa-miR-548m	hsa-miR-548m	hsa-miR-548m	hsa-miR-548m	hsa-miR-548m	hsa-miR-548m	hsa-miR-548m
hsa-miR-548N-002888	hsa-miR-548n	MIMAT0005916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-548n	hsa-miR-548n	hsa-miR-548n	hsa-miR-548n	hsa-miR-548n	hsa-miR-548n	hsa-miR-548n	hsa-miR-548n	hsa-miR-548n	hsa-miR-548n	hsa-miR-548n	hsa-miR-548n
hsa-miR-548P-002798	hsa-miR-548p	MIMAT0005934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-548p	hsa-miR-548p	hsa-miR-548p	hsa-miR-548p	hsa-miR-548p	hsa-miR-548p	hsa-miR-548p	hsa-miR-548p	hsa-miR-548p	hsa-miR-548p	hsa-miR-548p	hsa-miR-548p
hsa-miR-549-001511	hsa-miR-549	MIMAT0003333	NA	NA	NA	NA	hsa-miR-549	hsa-miR-549	hsa-miR-549	hsa-miR-549	hsa-miR-549	hsa-miR-549	hsa-miR-549	hsa-miR-549	hsa-miR-549	hsa-miR-549	hsa-miR-549	hsa-miR-549	hsa-miR-549	hsa-miR-549	hsa-miR-549	hsa-miR-549a	hsa-miR-549a	hsa-miR-549a	hsa-miR-549a
hsa-miR-550-001544	hsa-miR-550	MIMAT0004800	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-550	hsa-miR-550	hsa-miR-550	hsa-miR-550	hsa-miR-550	hsa-miR-550	hsa-miR-550	hsa-miR-550a	hsa-miR-550a	hsa-miR-550a-5p	hsa-miR-550a-5p	hsa-miR-550a-5p	hsa-miR-550a-5p	hsa-miR-550a-5p
hsa-miR-550-002410	hsa-miR-550	MIMAT0004800	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-550	hsa-miR-550	hsa-miR-550	hsa-miR-550	hsa-miR-550	hsa-miR-550	hsa-miR-550	hsa-miR-550a	hsa-miR-550a	hsa-miR-550a-5p	hsa-miR-550a-5p	hsa-miR-550a-5p	hsa-miR-550a-5p	hsa-miR-550a-5p
hsa-miR-551a-001519	hsa-miR-551a	MIMAT0003214	NA	NA	NA	NA	hsa-miR-551a	hsa-miR-551a	hsa-miR-551a	hsa-miR-551a	hsa-miR-551a	hsa-miR-551a	hsa-miR-551a	hsa-miR-551a	hsa-miR-551a	hsa-miR-551a	hsa-miR-551a	hsa-miR-551a	hsa-miR-551a	hsa-miR-551a	hsa-miR-551a	hsa-miR-551a	hsa-miR-551a	hsa-miR-551a	hsa-miR-551a
hsa-miR-551b#-002346	hsa-miR-551b*	MIMAT0004794	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-551b*	hsa-miR-551b*	hsa-miR-551b*	hsa-miR-551b*	hsa-miR-551b*	hsa-miR-551b*	hsa-miR-551b*	hsa-miR-551b*	hsa-miR-551b*	hsa-miR-551b-5p	hsa-miR-551b-5p	hsa-miR-551b-5p	hsa-miR-551b-5p	hsa-miR-551b-5p
hsa-miR-552-001520	hsa-miR-552	MIMAT0003215	NA	NA	NA	NA	hsa-miR-552	hsa-miR-552	hsa-miR-552	hsa-miR-552	hsa-miR-552	hsa-miR-552	hsa-miR-552	hsa-miR-552	hsa-miR-552	hsa-miR-552	hsa-miR-552	hsa-miR-552	hsa-miR-552	hsa-miR-552	hsa-miR-552	hsa-miR-552	hsa-miR-552-3p	hsa-miR-552-3p	hsa-miR-552-3p
hsa-miR-553-001521	hsa-miR-553	MIMAT0003216	NA	NA	NA	NA	hsa-miR-553	hsa-miR-553	hsa-miR-553	hsa-miR-553	hsa-miR-553	hsa-miR-553	hsa-miR-553	hsa-miR-553	hsa-miR-553	hsa-miR-553	hsa-miR-553	hsa-miR-553	hsa-miR-553	hsa-miR-553	hsa-miR-553	hsa-miR-553	hsa-miR-553	hsa-miR-553	hsa-miR-553
hsa-miR-554-001522	hsa-miR-554	MIMAT0003217	NA	NA	NA	NA	hsa-miR-554	hsa-miR-554	hsa-miR-554	hsa-miR-554	hsa-miR-554	hsa-miR-554	hsa-miR-554	hsa-miR-554	hsa-miR-554	hsa-miR-554	hsa-miR-554	hsa-miR-554	hsa-miR-554	hsa-miR-554	hsa-miR-554	hsa-miR-554	hsa-miR-554	hsa-miR-554	hsa-miR-554
hsa-miR-555-001523	hsa-miR-555	MIMAT0003219	NA	NA	NA	NA	hsa-miR-555	hsa-miR-555	hsa-miR-555	hsa-miR-555	hsa-miR-555	hsa-miR-555	hsa-miR-555	hsa-miR-555	hsa-miR-555	hsa-miR-555	hsa-miR-555	hsa-miR-555	hsa-miR-555	hsa-miR-555	hsa-miR-555	hsa-miR-555	hsa-miR-555	hsa-miR-555	hsa-miR-555
hsa-miR-557-001525	hsa-miR-557	MIMAT0003221	NA	NA	NA	NA	hsa-miR-557	hsa-miR-557	hsa-miR-557	hsa-miR-557	hsa-miR-557	hsa-miR-557	hsa-miR-557	hsa-miR-557	hsa-miR-557	hsa-miR-557	hsa-miR-557	hsa-miR-557	hsa-miR-557	hsa-miR-557	hsa-miR-557	hsa-miR-557	hsa-miR-557	hsa-miR-557	hsa-miR-557
hsa-miR-558-001526	hsa-miR-558	MIMAT0003222	NA	NA	NA	NA	hsa-miR-558	hsa-miR-558	hsa-miR-558	hsa-miR-558	hsa-miR-558	hsa-miR-558	hsa-miR-558	hsa-miR-558	hsa-miR-558	hsa-miR-558	hsa-miR-558	hsa-miR-558	hsa-miR-558	hsa-miR-558	hsa-miR-558	hsa-miR-558	hsa-miR-558	hsa-miR-558	hsa-miR-558
hsa-miR-559-001527	hsa-miR-559	MIMAT0003223	NA	NA	NA	NA	hsa-miR-559	hsa-miR-559	hsa-miR-559	hsa-miR-559	hsa-miR-559	hsa-miR-559	hsa-miR-559	hsa-miR-559	hsa-miR-559	hsa-miR-559	hsa-miR-559	hsa-miR-559	hsa-miR-559	hsa-miR-559	hsa-miR-559	hsa-miR-559	hsa-miR-559	hsa-miR-559	hsa-miR-559
hsa-miR-562-001529	hsa-miR-562	MIMAT0003226	NA	NA	NA	NA	hsa-miR-562	hsa-miR-562	hsa-miR-562	hsa-miR-562	hsa-miR-562	hsa-miR-562	hsa-miR-562	hsa-miR-562	hsa-miR-562	hsa-miR-562	hsa-miR-562	hsa-miR-562	hsa-miR-562	hsa-miR-562	hsa-miR-562	hsa-miR-562	hsa-miR-562	hsa-miR-562	hsa-miR-562
hsa-miR-563-001530	hsa-miR-563	MIMAT0003227	NA	NA	NA	NA	hsa-miR-563	hsa-miR-563	hsa-miR-563	hsa-miR-563	hsa-miR-563	hsa-miR-563	hsa-miR-563	hsa-miR-563	hsa-miR-563	hsa-miR-563	hsa-miR-563	hsa-miR-563	hsa-miR-563	hsa-miR-563	hsa-miR-563	hsa-miR-563	hsa-miR-563	hsa-miR-563	hsa-miR-563
hsa-miR-564-001531	hsa-miR-564	MIMAT0003228	NA	NA	NA	NA	hsa-miR-564	hsa-miR-564	hsa-miR-564	hsa-miR-564	hsa-miR-564	hsa-miR-564	hsa-miR-564	hsa-miR-564	hsa-miR-564	hsa-miR-564	hsa-miR-564	hsa-miR-564	hsa-miR-564	hsa-miR-564	hsa-miR-564	hsa-miR-564	hsa-miR-564	hsa-miR-564	hsa-miR-564
hsa-miR-566-001533	hsa-miR-566	MIMAT0003230	NA	NA	NA	NA	hsa-miR-566	hsa-miR-566	hsa-miR-566	hsa-miR-566	hsa-miR-566	hsa-miR-566	hsa-miR-566	hsa-miR-566	hsa-miR-566	hsa-miR-566	hsa-miR-566	hsa-miR-566	hsa-miR-566	hsa-miR-566	hsa-miR-566	hsa-miR-566	hsa-miR-566	hsa-miR-566	hsa-miR-566
hsa-miR-567-001534	hsa-miR-567	MIMAT0003231	NA	NA	NA	NA	hsa-miR-567	hsa-miR-567	hsa-miR-567	hsa-miR-567	hsa-miR-567	hsa-miR-567	hsa-miR-567	hsa-miR-567	hsa-miR-567	hsa-miR-567	hsa-miR-567	hsa-miR-567	hsa-miR-567	hsa-miR-567	hsa-miR-567	hsa-miR-567	hsa-miR-567	hsa-miR-567	hsa-miR-567
hsa-miR-569-001536	hsa-miR-569	MIMAT0003234	NA	NA	NA	NA	hsa-miR-569	hsa-miR-569	hsa-miR-569	hsa-miR-569	hsa-miR-569	hsa-miR-569	hsa-miR-569	hsa-miR-569	hsa-miR-569	hsa-miR-569	hsa-miR-569	hsa-miR-569	hsa-miR-569	hsa-miR-569	hsa-miR-569	hsa-miR-569	hsa-miR-569	hsa-miR-569	hsa-miR-569
hsa-miR-571-001613	hsa-miR-571	MIMAT0003236	NA	NA	NA	NA	hsa-miR-571	hsa-miR-571	hsa-miR-571	hsa-miR-571	hsa-miR-571	hsa-miR-571	hsa-miR-571	hsa-miR-571	hsa-miR-571	hsa-miR-571	hsa-miR-571	hsa-miR-571	hsa-miR-571	hsa-miR-571	hsa-miR-571	hsa-miR-571	hsa-miR-571	hsa-miR-571	hsa-miR-571
hsa-miR-572-001614	hsa-miR-572	MIMAT0003237	NA	NA	NA	NA	hsa-miR-572	hsa-miR-572	hsa-miR-572	hsa-miR-572	hsa-miR-572	hsa-miR-572	hsa-miR-572	hsa-miR-572	hsa-miR-572	hsa-miR-572	hsa-miR-572	hsa-miR-572	hsa-miR-572	hsa-miR-572	hsa-miR-572	hsa-miR-572	hsa-miR-572	hsa-miR-572	hsa-miR-572
